Job ;204619;Arklow Bank
CPT name;WTG_CPT039
Start Date & Time ;2023-07-08 08:21:15
End   Date & Time ;2023-07-08 09:26:19
Wather Depth ;27.24
Clients ref. :;SSE
Position:;299083.93;5847915.46;
Dist. Tip to Sleeve center;0.08
;Length;Depth;qc;fs;fs(d. cor.);u;Incl.;Time;Speed;
Scan;m;m;MPa;Mpa;MPa;MPa;deg.;sec.;mm/sec.;
2885;22.8747;22.7938;5.068;0.1600;0.1711;0.6247;8.9397; 1.41448199974839E+0003;19.1;
2886;22.8812;22.8003;5.089;0.1636;0.1698;0.6378;8.9397; 1.41473999975715E+0003;19.5;
2887;22.8899;22.8089;5.046;0.1725;0.1658;0.6788;8.9397; 1.41528800020460E+0003;19.2;
2888;22.8964;22.8154;5.095;0.1725;0.1660;0.6695;8.9397; 1.41549100026023E+0003;19.3;
2889;22.9030;22.8218;4.986;0.1756;0.1642;0.6964;8.9397; 1.41599100006279E+0003;18.8;
2890;22.9095;22.8283;5.016;0.1717;0.1658;0.7305;8.9397; 1.41626500028651E+0003;19.3;
2891;22.9161;22.8347;4.987;0.1719;0.1661;0.7337;8.9397; 1.41650100031402E+0003;19.3;
2892;22.9226;22.8412;4.995;0.1713;0.1659;0.7337;8.9397; 1.41676600025967E+0003;19.4;
2893;22.9291;22.8476;4.981;0.1693;0.1653;0.5420;8.9397; 1.41726600006223E+0003;19.4;
2894;22.9378;22.8562;4.946;0.1674;0.1626;0.6872;8.9397; 1.41776000009850E+0003;19.1;
2895;22.9487;22.8670;4.975;0.1721;0.1591;0.6613;8.9397; 1.41824400031473E+0003;19.2;
2896;22.9575;22.8756;4.829;0.1709;0.1562;0.7054;8.9397; 1.41875299976673E+0003;19.2;
2897;22.9640;22.8821;4.808;0.1694;0.1507;0.7423;8.9397; 1.41898700008169E+0003;19.4;
2898;22.9705;22.8885;4.735;0.1660;0.1470;0.7290;8.9397; 1.41948900022544E+0003;19.0;
2899;22.9792;22.8971;4.735;0.1660;0.1416;0.7290;8.9397; 1.41975400017109E+0003;19.2;
2900;22.9858;22.9036;4.666;0.1635;0.1388;0.8037;8.9397; 1.42024599986617E+0003;19.2;
2901;22.9923;22.9100;4.613;0.1667;0.1381;0.8746;8.9397; 1.42048199989367E+0003;19.3;
2902;22.9988;22.9165;4.520;0.1659;0.1371;0.8490;8.9397; 1.42098200032488E+0003;18.8;
2903;23.0054;22.9230;4.520;0.1659;0.1362;0.8787;8.9397; 1.42124700027052E+0003;19.0;
2904;23.0163;22.9337;4.461;0.1644;0.1357;0.9058;8.9397; 1.42174000013620E+0003;19.1;
2905;23.0250;22.9423;4.358;0.1582;0.1360;0.9651;8.9397; 1.42224100010935E+0003;19.3;
2906;23.0315;22.9488;4.290;0.1595;0.1367;1.0354;8.9397; 1.42247499979567E+0003;19.3;
2907;23.0402;22.9574;4.224;0.1554;0.1359;1.1035;9.0202; 1.42299899992067E+0003;19.0;
2908;23.0490;22.9660;4.152;0.1469;0.1336;1.1046;9.0202; 1.42348300013691E+0003;19.1;
2909;23.0555;22.9725;4.152;0.1472;0.1335;1.0972;9.0202; 1.42375799990259E+0003;19.3;
2910;23.0620;22.9789;4.120;0.1395;0.1335;1.0902;9.0202; 1.42425400028005E+0003;18.8;
2911;23.0686;22.9854;4.091;0.1385;0.1338;1.0922;9.0202; 1.42448799996637E+0003;19.2;
2912;23.0751;22.9918;4.086;0.1379;0.1346;1.1010;9.0202; 1.42477099983953E+0003;19.0;
2913;23.0838;23.0004;4.076;0.1365;0.1324;1.1111;8.9449; 1.42526600004639E+0003;19.3;
2914;23.0925;23.0090;4.076;0.1354;0.1283;1.1145;8.9449; 1.42576000008266E+0003;19.0;
2915;23.0991;23.0155;4.074;0.1357;0.1251;1.1164;8.9449; 1.42599600011017E+0003;19.0;
2916;23.1056;23.0220;4.088;0.1360;0.1244;1.1089;8.9449; 1.42626100005582E+0003;19.0;
2917;23.1143;23.0306;4.146;0.1369;0.1250;1.1016;8.9449; 1.42678500018083E+0003;19.2;
2918;23.1230;23.0392;4.184;0.1357;0.1268;1.0962;8.9449; 1.42726400017273E+0003;19.2;
2919;23.1317;23.0478;4.289;0.1331;0.1291;1.0819;8.9449; 1.42778599995654E+0003;18.9;
2920;23.1383;23.0542;4.334;0.1336;0.1314;1.0819;8.9449; 1.42799400023650E+0003;19.3;
2921;23.1470;23.0628;4.349;0.1335;0.1320;1.1194;8.9449; 1.42850200014655E+0003;19.0;
2922;23.1579;23.0736;4.377;0.1349;0.1285;1.1023;8.9449; 1.42901400011033E+0003;19.4;
2923;23.1644;23.0801;4.379;0.1326;0.1251;1.1023;8.9449; 1.42929500027094E+0003;19.2;
2924;23.1710;23.0865;4.379;0.1295;0.1188;0.9913;8.9449; 1.42976499998476E+0003;19.2;
2925;23.1819;23.0973;4.392;0.1242;0.1003;0.8917;8.9449; 1.43026599995792E+0003;19.1;
2926;23.1927;23.1080;4.465;0.1246;0.1086;0.8860;8.9449; 1.43078199997544E+0003;19.5;
2927;23.1993;23.1145;4.406;0.1256;0.1065;0.7954;9.0268; 1.43125900025479E+0003;19.1;
2928;23.2058;23.1210;4.429;0.1273;0.1032;0.8988;8.9543; 1.43151099986862E+0003;19.2;
2929;23.2124;23.1274;4.408;0.1290;0.1032;0.9123;8.9543; 1.43176000022795E+0003;19.4;
2930;23.2189;23.1339;4.411;0.1313;0.1120;0.9380;8.9543; 1.43226000003051E+0003;18.9;
2931;23.2254;23.1403;4.449;0.1317;0.1144;0.9681;8.9543; 1.43251800003927E+0003;19.2;
2932;23.2341;23.1489;4.537;0.1326;0.1210;0.8400;8.9543; 1.43299700003117E+0003;19.2;
2933;23.2429;23.1575;5.318;0.1251;0.1277;0.9479;8.9543; 1.43351400021929E+0003;19.0;
2934;23.2494;23.1640;5.318;0.1251;0.1329;0.9479;8.9543; 1.43380299985874E+0003;19.4;
2935;23.2581;23.1726;9.601;0.1036;0.1350;0.6179;8.8810; 1.43430399983190E+0003;19.1;
2936;23.2646;23.1791;12.248;0.0991;0.1381;0.6108;8.8810; 1.43452300010249E+0003;19.2;
2937;23.2712;23.1855;17.430;0.1086;0.1303;0.2834;8.8930; 1.43500700031873E+0003;19.0;
2938;23.2777;23.1920;17.430;0.1086;0.1353;0.2746;8.8930; 1.43528200008441E+0003;19.2;
2939;23.2842;23.1984;20.033;0.1032;0.1443;0.1821;8.8930; 1.43553400032688E+0003;19.2;
2940;23.2930;23.2070;24.526;0.1032;0.1363;0.0140;8.9060; 1.43603400012944E+0003;18.9;
2941;23.3017;23.2157;28.623;0.1144;0.1355;-0.0290;8.8362; 1.43651799971703E+0003;19.0;
2942;23.3082;23.2221;28.623;0.1144;0.1373;-0.1070;8.8362; 1.43677699989639E+0003;19.2;
2943;23.3169;23.2307;31.931;0.1227;0.1348;-0.1918;8.8362; 1.43727799986955E+0003;19.3;
2944;23.3235;23.2372;33.313;0.1275;0.1298;-0.1918;8.8362; 1.43751200018451E+0003;19.2;
2945;23.3300;23.2436;34.479;0.1326;0.1261;0.0297;8.8362; 1.43802000009455E+0003;19.0;
2946;23.3365;23.2501;35.327;0.1338;0.1242;0.0801;8.9235; 1.43827100016642E+0003;19.1;
2947;23.3453;23.2587;36.771;0.1379;0.1259;0.1044;8.9235; 1.43877900007647E+0003;18.8;
2948;23.3518;23.2652;37.345;0.1307;0.1276;0.1693;8.9235; 1.43928900032770E+0003;18.8;
2949;23.3583;23.2716;38.035;0.1351;0.1285;0.1573;8.9235; 1.43952499972656E+0003;18.8;
2950;23.3670;23.2802;39.106;0.1467;0.1266;0.1819;8.9235; 1.44002500015777E+0003;18.6;
2951;23.3758;23.2888;39.466;0.1336;0.1282;0.1720;8.9235; 1.44050899974536E+0003;18.8;
2952;23.3866;23.2996;40.036;0.1366;0.1277;0.2000;8.9235; 1.44101899999660E+0003;18.8;
2953;23.3932;23.3061;40.851;0.1383;0.1263;0.2327;8.9235; 1.44129899998661E+0003;18.7;
2954;23.3997;23.3125;41.659;0.1335;0.1261;0.1538;8.9235; 1.44179899978917E+0003;18.7;
2955;23.4063;23.3190;41.988;0.1284;0.1289;0.1538;8.9235; 1.44204100021161E+0003;18.8;
2956;23.4150;23.3276;42.289;0.1242;0.1333;0.1560;8.9235; 1.44252700014040E+0003;18.7;
2957;23.4215;23.3340;42.593;0.1244;0.1371;0.1413;8.9235; 1.44282399988733E+0003;19.0;
2958;23.4302;23.3426;43.117;0.1272;0.1413;0.1240;8.9235; 1.44329300005920E+0003;18.8;
2959;23.4368;23.3491;43.421;0.1282;0.1434;0.0955;8.9235; 1.44353600002360E+0003;19.1;
2960;23.4433;23.3556;43.741;0.1291;0.1474;0.1200;8.9235; 1.44404600027483E+0003;18.5;
2961;23.4498;23.3620;44.006;0.1256;0.1499;0.0976;8.9235; 1.44429600017611E+0003;19.0;
2962;23.4607;23.3728;44.449;0.1297;0.1464;0.1317;8.9235; 1.44484800004866E+0003;18.9;
2963;23.4694;23.3814;44.814;0.1272;0.1447;0.1006;8.8362; 1.44530200017616E+0003;18.7;
2964;23.4781;23.3900;44.966;0.1255;0.1411;0.1165;8.8362; 1.44584499977063E+0003;18.6;
2965;23.4847;23.3965;45.167;0.1271;0.1385;0.1632;8.8362; 1.44604799982626E+0003;19.0;
2966;23.4912;23.4029;45.212;0.1318;0.1357;0.1200;8.8362; 1.44655800007749E+0003;18.5;
2967;23.4978;23.4094;45.289;0.1339;0.1357;0.1588;8.8362; 1.44680799997877E+0003;18.7;
2968;23.5065;23.4180;45.502;0.1398;0.1350;0.0995;8.8362; 1.44729200019501E+0003;18.5;
2969;23.5174;23.4287;45.535;0.1433;0.1276;0.0915;8.8362; 1.44780199981760E+0003;18.9;
2970;23.5261;23.4374;45.557;0.1485;0.1249;0.1421;8.8362; 1.44832499977201E+0003;18.6;
2971;23.5326;23.4438;45.511;0.1504;0.1232;0.1271;8.8362; 1.44854500021320E+0003;19.0;
2972;23.5413;23.4524;45.499;0.1465;0.1184;0.1101;8.8362; 1.44903900024947E+0003;19.2;
2973;23.5500;23.4610;45.471;0.1448;0.1076;0.0996;8.8362; 1.44953900005203E+0003;18.9;
2974;23.5588;23.4697;45.581;0.1412;0.0959;0.0796;8.9060; 1.45005399989896E+0003;18.9;
2975;23.5675;23.4783;45.440;0.1378;0.0913;0.0740;8.8218; 1.45056299997959E+0003;18.8;
2976;23.5740;23.4847;45.427;0.1349;0.0857;0.0655;8.8218; 1.45079799983650E+0003;18.9;
2977;23.5849;23.4955;45.479;0.1368;0.0782;0.0205;8.8218; 1.45136000015773E+0003;18.8;
2978;23.5936;23.5041;45.542;0.1306;0.0745;-0.0389;8.8218; 1.45182299993467E+0003;19.1;
2979;23.6023;23.5127;45.616;0.1250;0.0729;-0.1475;8.8218; 1.45230800032150E+0003;18.9;
2980;23.6110;23.5213;45.677;0.1249;0.0758;-0.1836;8.8218; 1.45282300016843E+0003;18.8;
2981;23.6176;23.5278;45.793;0.1205;0.0800;-0.1948;8.8218; 1.45306600013282E+0003;18.9;
2982;23.6263;23.5364;45.815;0.1166;0.0875;-0.2059;8.8218; 1.45358300032094E+0003;18.8;
2983;23.6328;23.5428;45.113;0.1041;0.1002;-0.2364;8.8218; 1.45406100014225E+0003;18.4;
2984;23.6394;23.5493;44.335;0.0963;0.1340;-0.2564;8.7365; 1.45436700016726E+0003;18.8;
2985;23.6459;23.5558;43.205;0.0934;0.1696;-0.2660;8.7365; 1.45455500017852E+0003;18.9;
2986;23.6546;23.5644;41.526;0.0860;0.2364;-0.2686;8.7365; 1.45505499998108E+0003;18.8;
2987;23.6633;23.5730;37.488;0.0800;0.3245;-0.2723;8.7365; 1.45555800029542E+0003;18.7;
2988;23.6699;23.5795;34.874;0.0754;0.3523;-0.2607;8.7365; 1.45581699984614E+0003;19.0;
2989;23.6764;23.5859;32.107;0.0742;0.3653;-0.2625;8.6653; 1.45606799991801E+0003;18.9;
2990;23.6851;23.5945;29.437;0.0726;0.3953;-0.2400;8.6653; 1.45656799972057E+0003;19.1;
2991;23.6917;23.6010;25.815;0.0757;0.4648;-0.2790;8.6653; 1.45709199984558E+0003;18.6;
2992;23.6982;23.6075;24.360;0.0798;0.4895;-0.2906;8.6653; 1.45734299991746E+0003;18.9;
2993;23.7047;23.6139;23.238;0.0873;0.4894;-0.2906;8.6653; 1.45759299981873E+0003;18.9;
2994;23.7113;23.6204;23.231;0.0877;0.5398;-0.2879;8.6653; 1.45785799976438E+0003;19.2;
2995;23.7178;23.6268;21.850;0.1204;0.5912;-0.2583;8.6653; 1.45834199998062E+0003;18.7;
2996;23.7265;23.6355;21.625;0.1679;0.6366;-0.1463;8.6816; 1.45885999971069E+0003;18.6;
2997;23.7331;23.6419;20.116;0.2108;0.6447;0.0248;8.5949; 1.45911199995317E+0003;18.9;
2998;23.7396;23.6484;18.912;0.2781;0.6502;0.6208;8.5949; 1.45959600016940E+0003;18.7;
2999;23.7461;23.6548;17.871;0.3431;0.6453;0.8729;8.5949; 1.45983900013380E+0003;19.0;
3000;23.7570;23.6656;17.585;0.3647;0.6428;0.7493;8.5266; 1.46034000010695E+0003;19.0;
3001;23.7657;23.6742;17.426;0.3942;0.6287;1.3856;8.5266; 1.46085499995388E+0003;18.8;
3002;23.7723;23.6807;18.074;0.4617;0.6148;2.1803;8.5266; 1.46136500020511E+0003;18.5;
3003;23.7788;23.6872;19.628;0.4883;0.5947;3.0122;8.5266; 1.46160000006203E+0003;18.8;
3004;23.7853;23.6936;19.605;0.4894;0.5701;3.0122;8.5266; 1.46188100022264E+0003;19.0;
3005;23.7962;23.7044;23.867;0.5698;0.5226;1.6025;8.5266; 1.46234900022391E+0003;19.0;
3006;23.8028;23.7109;29.603;0.6265;0.4807;1.4429;8.3702; 1.46285800030455E+0003;18.8;
3007;23.8093;23.7173;32.460;0.6407;0.4495;1.3316;8.3702; 1.46311800002586E+0003;19.3;
3008;23.8202;23.7281;35.228;0.6500;0.4075;0.7082;8.3702; 1.46361300023273E+0003;19.3;
3009;23.8289;23.7367;41.408;0.6440;0.3567;0.0752;8.3702; 1.46410799981095E+0003;18.9;
3010;23.8354;23.7432;45.912;0.6462;0.3409;0.1062;8.3702; 1.46463899987284E+0003;18.7;
3011;23.8420;23.7497;47.691;0.6371;0.3240;-0.0392;8.3013; 1.46485800014343E+0003;19.0;
3012;23.8507;23.7583;49.082;0.6213;0.2767;-0.3184;8.3013; 1.46535100000910E+0003;18.8;
3013;23.8572;23.7648;50.046;0.6039;0.2566;-0.3129;8.2138; 1.46561199990101E+0003;18.7;
3014;23.8681;23.7755;51.488;0.5628;0.2204;-0.3209;8.2138; 1.46611299987417E+0003;19.0;
3015;23.8747;23.7820;52.139;0.5381;0.2054;-0.3262;8.2138; 1.46660800008103E+0003;19.0;
3016;23.8856;23.7928;53.240;0.4682;0.1539;-0.3235;8.2138; 1.46710900005419E+0003;19.0;
3017;23.8943;23.8014;53.786;0.4327;0.1536;-0.3224;8.2138; 1.46760899985675E+0003;18.7;
3018;23.9008;23.8079;54.362;0.4083;0.1608;-0.3226;8.2138; 1.46785899975803E+0003;18.7;
3019;23.9073;23.8143;55.376;0.3625;0.1696;-0.3152;8.2138; 1.46836799983867E+0003;18.7;
3020;23.9161;23.8230;55.985;0.3414;0.1776;-0.3116;8.2138; 1.46886100033298E+0003;18.8;
3021;23.9226;23.8294;56.425;0.3246;0.1771;-0.3100;8.2138; 1.46911299994681E+0003;18.8;
3022;23.9291;23.8359;57.149;0.2827;0.1755;-0.3050;8.2138; 1.46959099976812E+0003;18.8;
3023;23.9357;23.8424;57.416;0.2664;0.1751;-0.2991;8.2138; 1.46987199992873E+0003;18.7;
3024;23.9444;23.8510;57.676;0.2310;0.1727;-0.2966;8.2138; 1.47034900020808E+0003;18.5;
3025;23.9553;23.8618;57.775;0.2059;0.1647;-0.2902;8.3013; 1.47084300024435E+0003;18.8;
3026;23.9640;23.8704;57.817;0.1540;0.1618;-0.2932;8.3013; 1.47134400021750E+0003;19.0;
3027;23.9749;23.8812;57.895;0.1536;0.1595;-0.2928;8.3013; 1.47184400002006E+0003;18.9;
3028;23.9814;23.8877;58.364;0.1606;0.1665;-0.2845;8.3013; 1.47237799996510E+0003;18.5;
3029;23.9923;23.8984;58.719;0.1750;0.1807;-0.2861;8.3013; 1.47287899993826E+0003;18.4;
3030;23.9988;23.9049;58.783;0.1787;0.1884;-0.2832;8.3013; 1.47310800002888E+0003;18.9;
3031;24.0076;23.9135;59.479;0.1756;0.1950;-0.2798;8.3895; 1.47360099989455E+0003;18.7;
3032;24.0163;23.9221;59.436;0.1751;0.2057;-0.2708;8.3222; 1.47412600019015E+0003;18.5;
3033;24.0272;23.9329;59.355;0.1722;0.2168;-0.2749;8.3222; 1.47460999977775E+0003;18.7;
3034;24.0359;23.9415;59.420;0.1649;0.2279;-0.2672;8.3222; 1.47510499998461E+0003;19.0;
3035;24.0446;23.9502;59.473;0.1619;0.2449;-0.2496;8.3222; 1.47560499978717E+0003;18.7;
3036;24.0555;23.9609;59.544;0.1596;0.2506;-0.2534;8.3222; 1.47611200015526E+0003;18.8;
3037;24.0620;23.9674;59.712;0.1662;0.2592;-0.2487;8.3222; 1.47661400029901E+0003;18.4;
3038;24.0686;23.9739;59.715;0.1752;0.2629;-0.2425;8.4117; 1.47689499983098E+0003;18.4;
3039;24.0795;23.9847;59.570;0.1882;0.2723;-0.2365;8.4117; 1.47736400000285E+0003;18.8;
3040;24.0882;23.9933;59.625;0.1948;0.2777;-0.2425;8.4117; 1.47785699986853E+0003;18.7;
3041;24.0969;24.0019;59.154;0.2054;0.2789;-0.2330;8.4117; 1.47834100008477E+0003;18.7;
3042;24.1056;24.0105;58.593;0.2168;0.2823;-0.2251;8.3459; 1.47884899999481E+0003;18.4;
3043;24.1121;24.0170;58.593;0.2168;0.2879;-0.2348;8.3459; 1.47908500002231E+0003;18.9;
3044;24.1187;24.0235;57.982;0.2326;0.3016;-0.2275;8.3459; 1.47959299993236E+0003;18.7;
3045;24.1252;24.0299;55.225;0.2445;0.3103;-0.2275;8.3459; 1.47984400000423E+0003;18.7;
3046;24.1339;24.0385;57.195;0.2474;0.3205;-0.2169;8.3459; 1.48033699986991E+0003;18.9;
3047;24.1426;24.0472;56.489;0.2589;0.3318;-0.2228;8.3459; 1.48083799984306E+0003;18.7;
3048;24.1535;24.0579;56.085;0.2653;0.3437;-0.2143;8.3459; 1.48135399986058E+0003;18.8;
3049;24.1622;24.0666;55.396;0.2743;0.3432;-0.2045;8.4349; 1.48184799989685E+0003;18.6;
3050;24.1731;24.0773;54.151;0.2797;0.3294;-0.1849;8.4349; 1.48237899995875E+0003;18.8;
3051;24.1819;24.0860;53.187;0.2783;0.3122;-0.1848;8.4349; 1.48284800013062E+0003;18.6;
3052;24.1927;24.0967;50.915;0.2877;0.3080;-0.1749;8.4349; 1.48335700021125E+0003;19.0;
3053;24.1993;24.1032;47.707;0.3011;0.3407;-0.1934;8.4349; 1.48383600020315E+0003;18.7;
3054;24.2058;24.1097;45.793;0.3100;0.3593;-0.1841;8.4349; 1.48410200031940E+0003;18.6;
3055;24.2124;24.1161;43.447;0.3185;0.3746;-0.1820;8.4349; 1.48459100013133E+0003;18.4;
3056;24.2211;24.1248;41.273;0.3254;0.4116;-0.1979;8.4349; 1.48487299983390E+0003;18.9;
3057;24.2276;24.1312;35.703;0.3425;0.4419;-0.2084;8.4349; 1.48534300017636E+0003;18.5;
3058;24.2341;24.1377;33.232;0.3436;0.4631;-0.1963;8.4349; 1.48558600014076E+0003;18.7;
3059;24.2407;24.1441;33.232;0.3436;0.4823;-0.2218;8.4349; 1.48584700003266E+0003;18.9;
3060;24.2494;24.1528;27.786;0.3421;0.5253;-0.2251;8.4349; 1.48634100006893E+0003;18.8;
3061;24.2581;24.1614;23.668;0.3183;0.5535;-0.2327;8.4349; 1.48683699981775E+0003;19.0;
3062;24.2646;24.1679;21.920;0.3096;0.5687;-0.2296;8.4349; 1.48709599999711E+0003;19.0;
3063;24.2734;24.1765;20.286;0.3080;0.5939;-0.2142;8.4349; 1.48759199974593E+0003;18.8;
3064;24.2821;24.1851;17.254;0.3498;0.6068;-0.1461;8.4349; 1.48809299971908E+0003;18.7;
3065;24.2908;24.1937;16.185;0.3677;0.6228;-0.1429;8.4349; 1.48858799992595E+0003;18.7;
3066;24.2973;24.2002;15.475;0.3862;0.6285;-0.0793;8.4349; 1.48883799982723E+0003;19.0;
3067;24.3060;24.2088;14.248;0.4340;0.6522;0.0126;8.4349; 1.48938399993349E+0003;18.6;
3068;24.3147;24.2174;13.758;0.4622;0.6726;0.0316;8.4349; 1.48983999977354E+0003;18.9;
3069;24.3256;24.2282;13.024;0.4944;0.6033;0.1271;8.4349; 1.49038000011351E+0003;18.8;
3070;24.3322;24.2347;12.274;0.5381;0.5310;0.1889;8.4349; 1.49083400024101E+0003;18.7;
3071;24.3387;24.2411;11.885;0.5529;0.5234;0.1889;8.4349; 1.49109299979173E+0003;18.9;
3072;24.3474;24.2497;11.511;0.5732;0.4848;0.3882;8.4349; 1.49159399976488E+0003;18.7;
3073;24.3540;24.2562;11.220;0.5931;0.4190;0.4604;8.4349; 1.49184300012421E+0003;19.0;
3074;24.3605;24.2627;10.989;0.5993;0.5147;0.6577;8.4349; 1.49210900024045E+0003;19.0;
3075;24.3670;24.2691;10.671;0.6193;0.4832;0.8341;8.4349; 1.49258599989116E+0003;18.8;
3076;24.3736;24.2756;10.676;0.6243;0.5117;0.8080;8.4349; 1.49286899976432E+0003;18.8;
3077;24.3823;24.2842;11.640;0.6323;0.6597;0.7053;8.4013; 1.49334700021427E+0003;19.0;
3078;24.3910;24.2928;22.767;0.6698;0.9614;0.0721;8.4013; 1.49388699992560E+0003;18.7;
3079;24.4019;24.3036;24.163;0.6764;1.0334;-0.3030;8.0929; 1.49434100005310E+0003;19.2;
3080;24.4106;24.3123;26.663;0.5382;1.0648;-0.3223;8.4013; 1.49483399991877E+0003;18.8;
3081;24.4171;24.3187;26.656;0.5187;1.0740;-0.3290;8.4349; 1.49534299999941E+0003;18.8;
3082;24.4237;24.3252;28.964;0.5313;1.0816;-0.3321;8.9023; 1.49562500033062E+0003;18.7;
3083;24.4346;24.3359;18.091;0.4221;1.0307;-0.3638;9.9125; 1.52510800024029E+0003;4.9;
3084;24.4411;24.3423;23.061;0.5102;1.0001;-0.3639;9.9839; 1.52535100020468E+0003;4.9;
3085;24.4498;24.3509;14.047;0.4761;0.9916;-0.3639;9.7324; 1.52586700022221E+0003;4.9;
3086;24.4564;24.3574;12.149;0.5251;0.9506;-0.3630;10.3466; 1.52638300023973E+0003;4.8;
3087;24.4629;24.3638;11.250;0.6512;0.8915;-0.3623;10.2788; 1.52661100015976E+0003;4.8;
3088;24.4694;24.3702;7.604;0.9415;0.8588;-0.3623;10.2788; 1.52687700027600E+0003;4.8;
3089;24.4781;24.3788;7.796;1.0067;0.8337;-0.3618;10.3466; 1.52739300029352E+0003;4.8;
3090;24.4869;24.3874;7.820;1.0541;0.8508;-0.3613;10.5011; 1.52787900022231E+0003;4.8;
3091;24.4934;24.3938;7.851;1.0681;0.8554;-0.3613;10.7443; 1.52812200018670E+0003;4.8;
3092;24.5043;24.4045;7.654;1.0808;0.8370;-0.3609;11.1366; 1.52886799983680E+0003;4.8;
3093;24.5108;24.4109;7.517;1.0876;0.7969;-0.3608;10.9085; 1.52913299978245E+0003;4.7;
3094;24.5195;24.4195;7.631;0.9904;0.4931;-0.3608;10.6808; 1.52963799980935E+0003;4.8;
3095;24.5261;24.4259;7.648;1.0119;0.3351;-0.3607;10.6808; 1.52987399983685E+0003;4.8;
3096;24.5348;24.4344;7.603;0.9775;0.3400;-0.3607;10.8373; 1.53037400026806E+0003;4.8;
3097;24.5457;24.4451;7.337;0.8791;0.3335;-0.3607;10.8373; 1.53087400007062E+0003;4.8;
3098;24.5544;24.4537;7.353;0.8449;0.3232;-0.3607;10.9085; 1.53135000017937E+0003;4.9;
3099;24.5631;24.4623;7.176;0.8261;0.3102;-0.3606;10.9085; 1.53185100015253E+0003;4.9;
3100;24.5718;24.4708;7.311;0.8674;0.3000;-0.3606;10.9085; 1.53236000023317E+0003;4.9;
3101;24.5827;24.4815;7.282;0.8242;0.2990;-0.3606;10.9085; 1.53285199992824E+0003;5.0;
3102;24.5893;24.4879;7.334;0.8519;0.2961;-0.3605;10.9085; 1.53337000028696E+0003;4.9;
3103;24.5958;24.4943;7.508;0.7330;0.2922;-0.3605;10.9085; 1.53360600031447E+0003;4.9;
3104;24.6045;24.5029;7.610;0.3318;0.3063;-0.3605;10.9817; 1.53410600011703E+0003;4.9;
3105;24.6132;24.5115;7.714;0.3413;0.3125;-0.3605;10.9817; 1.53460599991959E+0003;4.9;
3106;24.6241;24.5221;7.696;0.3367;0.3233;-0.3604;10.9817; 1.53511500000022E+0003;5.0;
3107;24.6328;24.5307;7.780;0.3276;0.3255;-0.3604;10.9817; 1.53559900021646E+0003;18.6;
3108;24.6415;24.5393;8.026;0.3150;0.3319;-0.3604;10.8990; 1.53610700012650E+0003;18.3;
3109;24.6481;24.5457;8.267;0.3046;0.3387;-0.3604;10.7534; 1.53660800009966E+0003;18.1;
3110;24.6546;24.5521;8.420;0.2988;0.3547;-0.3603;10.7534; 1.53685800000094E+0003;18.6;
3111;24.6612;24.5585;8.418;0.2999;0.3590;-0.3603;10.7534; 1.53710799990222E+0003;18.6;
3112;24.6677;24.5649;8.544;0.2980;0.3596;-0.3604;10.7534; 1.53742600008845E+0003;18.5;
3113;24.6764;24.5735;8.728;0.2927;0.3667;-0.3604;10.7534; 1.53785199983977E+0003;18.6;
3114;24.6851;24.5821;8.815;0.3051;0.3740;-0.3603;10.7534; 1.53836700031534E+0003;18.6;
3115;24.6938;24.5906;8.986;0.3119;0.1555;-0.3602;10.7534; 1.53886099972297E+0003;18.3;
3116;24.7004;24.5970;9.119;0.3201;0.0977;-0.3603;10.7534; 1.53911199979484E+0003;18.8;
3117;24.7091;24.6056;9.184;0.3255;0.1000;-0.3602;10.7534; 1.53962300021667E+0003;18.6;
3118;24.7156;24.6120;9.184;0.3255;0.1020;-0.3602;10.7534; 1.53988199976739E+0003;18.8;
3119;24.7243;24.6206;9.482;0.3331;0.1063;-0.3601;10.6808; 1.54036400027107E+0003;18.6;
3120;24.7309;24.6270;9.632;0.3402;0.1105;-0.3600;10.7652; 1.54062900021672E+0003;18.8;
3121;24.7374;24.6334;10.166;0.3585;0.1119;-0.3601;10.7652; 1.54111399997491E+0003;18.4;
3122;24.7483;24.6441;10.073;0.3595;0.1230;-0.3600;10.7652; 1.54162300005555E+0003;18.5;
3123;24.7548;24.6506;10.499;0.3617;0.1351;-0.3599;10.7652; 1.54190499975812E+0003;18.7;
3124;24.7614;24.6570;10.657;0.3725;0.1420;-0.3597;10.7652; 1.54238899997436E+0003;18.6;
3125;24.7701;24.6655;11.102;0.3751;0.1452;-0.3596;10.7652; 1.54287300019059E+0003;18.4;
3126;24.7766;24.6720;16.587;0.0977;0.1495;-0.3214;10.6087; 1.70518800001591E+0003;1.1;
3127;24.7832;24.6784;16.587;0.0977;0.1526;-0.3214;10.6087; 1.70543900008779E+0003;1.1;
3128;24.7919;24.6870;22.483;0.1005;0.1603;-0.3200;10.6087; 1.70593400029466E+0003;1.1;
3129;24.8028;24.6977;27.612;0.1037;0.1881;-0.3201;10.6087; 1.70645799979102E+0003;1.1;
3130;24.8093;24.7041;31.064;0.1093;0.2135;-0.3205;10.6937; 1.70694399971981E+0003;1.1;
3131;24.8158;24.7105;32.056;0.1119;0.2467;-0.3210;10.6937; 1.70717800003476E+0003;1.0;
3132;24.8224;24.7169;32.056;0.1119;0.2877;-0.3230;10.6937; 1.70745900019538E+0003;1.0;
